COD. PRODOTTO|EAN1|EAN2|EAN3|EAN4|NOME|DESCRIZIONE HTML|CATEGORIA|PERCORSO CATEGORIA|MARCA|PREZZO LISTINO|PREZZO VENDITA|DISPO|IMMAGINE|
50F2000|3985000056684||||LEXMARK TONER 50F2000 502 1.5K|<b>Toner Unison™</b><br>La formula unica del toner Unison™ Toner, essenziale per le prestazioni del sistema di stampa Lexmark, offre una qualità di immagine eccezionale, assicura l'affidabilità a lungo termine del sistema di stampa e promuove una sostenibilità superiore, il tutto in un innovativo sistema che non necessita di agitazione.<br><br><b>Resa standard</b><br>Riduzione dei costi anticipati e alta qualità grazie alle cartucce Lexmark originali. Le cartucce con resa standard offrono un prezzo di acquisto inferiore e consentono di stampare meno pagine delle cartucce ad alta resa. Perfette per volumi di stampa ridotti.<br><br><b>Meglio insieme</b><br>I materiali di consumo Lexmark sono progettati per lavorare meglio insieme alla stampante Lexmark, offrendo una qualità di stampa eccezionale dalla prima all'ultima pagina.<br><br><b>Cartridge Collection Program di Lexmark</b><br>L'ecologia non è più un'utopia. Riciclo di tutti i materiali di consumo Lexmark usati. Lexmark pensa a tutti i dettagli. Semplice, efficiente e sempre gratuito.<br><br><b>Cartucce Lexmark Return Program</b><br>Le cartucce di inchiostro Lexmark Return Program sono cartucce di stampa brevettate vendute a prezzo scontato a condizione che il cliente accetti il requisito della licenza ossia che le cartucce siano usate una sola volta e restituite solo a Lexmark per la rigenerazione e il riciclaggio. Queste cartucce di stampa sono brevettate e concesse in licenza per uso singolo, in quanto si esauriranno automaticamente dopo l'erogazione di una quantità di inchiostro prestabilito. Si avvisa la clientela che, al momento della sostituzione, è possibile che parte dell'inchiostro permanga nella cartuccia. Sono disponibili anche cartucce a getto d'inchiostro Standard (Non-Return Program) senza questo tipo di accordo di licenza.<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Dimensioni e peso</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Peso pallet</font></TD><TD width="60%" height="20"><font size="2">110,1 kg</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Condizioni ambientali</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Intervallo temperatura di funzionamento</font></TD><TD width="60%" height="20"><font size="2">10 - 30 °C</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Range di umidità di funzionamento</font></TD><TD width="60%" height="20"><font size="2">20 - 80%</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Intervallo di temperatura</font></TD><TD width="60%" height="20"><font size="2">-20 - 40 °C</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Umidità</font></TD><TD width="60%" height="20"><font size="2">10 - 90%</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Packaging</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Larghezza imballo</font></TD><TD width="60%" height="20"><font size="2">45 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Profondità imballo</font></TD><TD width="60%" height="20"><font size="2">13,6 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Altezza imballo</font></TD><TD width="60%" height="20"><font size="2">18,2 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Peso incluso imballo</font></TD><TD width="60%" height="20"><font size="2">800g</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di imballo</font></TD><TD width="60%" height="20"><font size="2">Box</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Produzione pagine</font></TD><TD width="60%" height="20"><font size="2">1500 Pagine</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">Laser</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Compatibilità marca</font></TD><TD width="60%" height="20"><font size="2">Lexmark</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">MS610de, MS610dn, MS510dn, MS410dn, MS310dn, MS410d, MS310d, MS610dte</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Produzione pagine note a piè di pagina</font></TD><TD width="60%" height="20"><font size="2">ISO/IEC 19752</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Durata materiale di stampa</font></TD><TD width="60%" height="20"><font size="2">2 Anno/i</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Memoria della cartuccia</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore del prodotto</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Modello</font></TD><TD width="60%" height="20"><font size="2">Cartuccia</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di cartuccia</font></TD><TD width="60%" height="20"><font size="2">Standard</font></TD></TR></TBODY></TABLE><BR>|LASER ORIGINALI|CONSUMABILI > ORIGINALI > LASER ORIGINALI|LEXMARK|47.5|47.50|12|https://www.mooncomputer.it/imgart/550992410400000000000000000000000000000000000000.bmp|
51500B|8025023030904||||XTREME POWER BANK 4400MAH BLU||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|6.5|6.50|46|https://www.mooncomputer.it/imgart/551550422000000000000000000000000000000000000000.bmp|
51500F|8025023030911||||XTREME POWER BANK 4400MAH FUXI||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|6.5|6.50|66|https://www.mooncomputer.it/imgart/551550426000000000000000000000000000000000000000.bmp|
51500G|8025023030928||||XTREME POWER BANK 4400MAH GREE||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|6.5|6.50|50|https://www.mooncomputer.it/imgart/551550427000000000000000000000000000000000000000.bmp|
51500W|8025023030935||||XTREME POWER BANK 4400MAH WHIT|<p>Batteria a loni di Litio 4400 mAh per la ricarica di Telefoni cellulari, Tablet e tutti gli apparecchi con alimentazione 5V. Questo power bank ha un ingresso (IN) da utilizzare per la carica del power ed una uscita (OUT) da utilizzare per la carica dei dispositivi da alimentare. ll power autoswitch collegato al dispositivo da alimentare eroga fino a caricamento del dispositivo oppure fino alla completa scarica del power bank.</p><p>A corredo un comodo laccetto. Compatibilità: Smartphone/Tablet/Dispositivi con ingresso a 5Volt -</p>|ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|6.5|6.50|48|https://www.mooncomputer.it/imgart/551550437000000000000000000000000000000000000000.bmp|
51500Y|8025023030942||||XTREME POWER BANK 4400MAH YELL||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|6.5|6.50|6|https://www.mooncomputer.it/imgart/551550439000000000000000000000000000000000000000.bmp|
51501B|8025023029403|8025023029540|||XTREME POWER BANK DA 2600MAH||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|3.4|3.40|28|https://www.mooncomputer.it/imgart/551550462000000000000000000000000000000000000000.bmp|
51501F|8025023028987||||XTREME POWER BANK 2600MAH FUXI||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|4.2|4.20|17|https://www.mooncomputer.it/imgart/551550466000000000000000000000000000000000000000.bmp|
51501G|8025023028994||||XTREME POWER BANK DA 2600MAH||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|4.2|4.20|23|https://www.mooncomputer.it/imgart/551550467000000000000000000000000000000000000000.bmp|
51501O|8025023029007||||XTREME POWER BANK DA 2600MAH ORANGE||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|3.4|3.40|16|https://www.mooncomputer.it/imgart/55155046F000000000000000000000000000000000000000.bmp|
51501W|8025023029014||||XTREME POWER BANK DA 2600MAH||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|3.4|3.40|28|https://www.mooncomputer.it/imgart/551550477000000000000000000000000000000000000000.bmp|
51501Y|8025023028970||||XTREME POWER BANK DA 2600MAH||ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|4.2|4.20|24|https://www.mooncomputer.it/imgart/551550479000000000000000000000000000000000000000.bmp|
51645A|.088698603635||||HP 51645A N.45 DESKJET 450C|HP 45. Colori di stampa: Nero, Tipo di cartuccia: Standard, Produzione pagine: 930 Pagine. Larghezza: 2,6 cm, Profondità: 11,7 cm, Altezza: 15,8 cm. Dimensioni imballo (LxPxA): 117 x 26 x 158 mm<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Dimensioni e peso</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Larghezza</font></TD><TD width="60%" height="20"><font size="2">2,6 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Profondità</font></TD><TD width="60%" height="20"><font size="2">11,7 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Altezza</font></TD><TD width="60%" height="20"><font size="2">15,8 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tara</font></TD><TD width="60%" height="20"><font size="2">73g</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Condizioni ambientali</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Intervallo di temperatura</font></TD><TD width="60%" height="20"><font size="2">-40 - 60 °C</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Intervallo temperatura di funzionamento</font></TD><TD width="60%" height="20"><font size="2">-15 - 35 °C</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Packaging</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Dimensioni imballo (LxPxA)</font></TD><TD width="60%" height="20"><font size="2">117 x 26 x 158 mm</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di cartuccia</font></TD><TD width="60%" height="20"><font size="2">Standard</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Produzione pagine</font></TD><TD width="60%" height="20"><font size="2">930 Pagine</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">DeskJet 710/720/810/815/820/850/870/880cxi/1100C/1120C/1600C/CM</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|HP|35.57|35.57|145|https://www.mooncomputer.it/imgart/551594561000000000000000000000000000000000000000.bmp|
5225B004|8714574572529|8714574572529|8714574572536||CANON 5225B004 PG-540 XMG5150|Canon PG-540 w/sec. Colori di stampa: Nero, Tipo di cartuccia: Standard, Capacità: 8 ml. Tipo di imballo: Bolla<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Packaging</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di imballo</font></TD><TD width="60%" height="20"><font size="2">Bolla</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di cartuccia</font></TD><TD width="60%" height="20"><font size="2">Standard</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità</font></TD><TD width="60%" height="20"><font size="2">8 ml</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Canon Pixma MG2150/3150</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|CANON|11.42|11.42|118|https://www.mooncomputer.it/imgart/552495890414000000000000000000000000000000000000.bmp|
5225B006|8714574572628|8714574572628|||CANON 5225B006 PG540+CL541|Canon PG-540/CL-541 Multi pack. Colori di stampa: Nero, Ciano, Magenta, Giallo, Prodotti compatibili: Canon PIXMA MG2150, MG3150, Tecnologia di stampa: A inchiostro. Tipo di imballo: Bolla<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Packaging</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di imballo</font></TD><TD width="60%" height="20"><font size="2">Bolla</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero, Ciano, Magenta, Giallo</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">2</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Canon PIXMA MG2150, MG3150</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|CANON|23.43|23.43|23|https://www.mooncomputer.it/imgart/552495890416000000000000000000000000000000000000.bmp|
5227B004|8714574572574|8714574572581|||CANON 5227B004 CL-541 COLOR ,|L’inchiostro è il vero centro nevralgico della stampa fotografica. Può fare la differenza fra colori vibranti o spenti, stampe fotografiche sfocate o nitide, stampe che sbiadiscono con facilità o che conservano inalterata la propria qualità. Ecco il perché del continuo sforzo di Canon alla ricerca d’inchiostri e sistemi in grado di garantire la qualità degna delle tue foto. Queste pagine sono dedicate agli inchiostri Canon, la linfa vitale dei prodotti PIXMA. Scegli un argomento fra quelli proposti a destra o continua a leggere.<br><br><b>Una qualità che dura nel tempo</b><br>Tutte le fotografie sbiadiscono, quelle stampate con l’inchiostro non fanno eccezione. Gli inchiostri Canon sono progettati per minimizzare l’impatto della luce e dei gas presenti nell’aria.<br><br>Inoltre, quasi tutti i modelli PIXMA vantano ChromaLife100 , un sistema nel quale inchiostri, supporti e testine di stampa lavorano insieme per garantire stampe meravigliose che durano nel tempo.<br><br>Come per tutti i prodotti Canon, gli inchiostri sono realizzati in base a rigidi standard di sicurezza e rispetto dell’ambiente.<br><br><b>Calcolo volumi di stampa</b><br>Se cerchi una stampante fotografica inkjet o multifunzione, prima di scegliere è importante valutare la resa, vale a dire il numero di pagine che è possibile stampare con una cartuccia di inchiostro. La misurazione della resa delle stampanti ti informa sul numero di pagine stampabili con le cartucce di inchiostro PIXMA.<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Packaging</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di imballo</font></TD><TD width="60%" height="20"><font size="2">Bolla</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Ciano, Magenta, Giallo</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Canon Pixma MG2150<br>Canon Pixma MG3150</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|CANON|14.4|14.40|39|https://www.mooncomputer.it/imgart/552497890414000000000000000000000000000000000000.bmp|
60158|5702015866057||||LEGO CITY JUNGLE CARGO HELICOPTER V29|<p>Vola nella giungla di LEGO® City con l’elicottero da carico dotato di cabina di pilotaggio per minifigure apribile, rotori e verricello funzionanti, fuoristrada con spazio per una minifigure, cassa del tesoro e un tempio con foglia mobile per rivelare un calice d’oro. Include due minifigure e un ragno.</p><p>Include due minifigure: una pilota e un esploratore, più un ragno.</p><p>Contiene un elicottero con cabina di pilotaggio con spazio per una minifigure, rotori e verricello funzionanti e un fuoristrada con spazio per una minifigure.</p><p>Include anche un tempio con una foglia mobile per rivelare un calice d’oro.</p><p>Aggancia il verricello dell’elicottero al fuoristrada e trasportalo nella giungla.</p><p>Ruota la manopola per depositare il fuoristrada a terra.</p><p>Sposta la foglia per rivelare il calice d’oro.</p><p>Carica il calice nella scatola e trasportalo al campo con l’elicottero.</p><p>Gli accessori includono una scatola e un machete.</p><p>L’elicottero con i rotori misura 9 cm di altezza, 24 cm di lunghezza e 18 cm di larghezza.</p><p>Il fuoristrada misura 4 cm di altezza, 6 cm di lunghezza e 4 cm di larghezza.</p><p>Il tempio misura 5 cm di altezza, 3 cm di larghezza e 9 cm di profondità</p>|GIOCATTOLI|UTILITA' > GIOCATTOLI|LEGO|12.2|12.20|27|https://www.mooncomputer.it/imgart/590455600000000000000000000000000000000000000000.bmp|
60F2000|3985000057261||||LEXMARK 602 X MX410/511||LASER ORIGINALI|CONSUMABILI > ORIGINALI > LASER ORIGINALI|LEXMARK|65.7|65.70|25|https://www.mooncomputer.it/imgart/590992410400000000000000000000000000000000000000.bmp|
6269B002|4960999904665|4960999904665|||CANON 731 Y 1.5K LBP7100C|La cartuccia 731 Y è in grado di stampare circa 1.500 pagine (misurazione ISO 19798).<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Produzione pagine</font></TD><TD width="60%" height="20"><font size="2">1500 Pagine</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">Laser</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Giallo</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">i-SENSYS LBP7100CN/7110CW</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di cartuccia</font></TD><TD width="60%" height="20"><font size="2">Standard</font></TD></TR></TBODY></TABLE><BR>|LASER ORIGINALI|CONSUMABILI > ORIGINALI > LASER ORIGINALI|CANON|45.64|45.64|11|https://www.mooncomputer.it/imgart/592599890412000000000000000000000000000000000000.bmp|
6270B002|4960999904702|4960999904702|||CANON 731 M 1.5K LBP7100C|La cartuccia 731 M è in grado di stampare circa 1.500 pagine (misurazione ISO 19798).<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Produzione pagine</font></TD><TD width="60%" height="20"><font size="2">1500 Pagine</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">Laser</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Magenta</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">i-SENSYS LBP7100CN/7110CW</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tipo di cartuccia</font></TD><TD width="60%" height="20"><font size="2">Standard</font></TD></TR></TBODY></TABLE><BR>|LASER ORIGINALI|CONSUMABILI > ORIGINALI > LASER ORIGINALI|CANON|45.64|45.64|11|https://www.mooncomputer.it/imgart/5925D0890412000000000000000000000000000000000000.bmp|
